image_id,has_oilpalm,score
img_00000.jpg,0,0.7895
img_00001.jpg,0,1.0
img_00002.jpg,0,1.0
img_00007.jpg,0,1.0
img_00008.jpg,0,1.0
img_00009.jpg,0,1.0
img_00010.jpg,0,1.0
img_00011.jpg,0,0.8352
img_00013.jpg,0,1.0
img_00014.jpg,0,1.0
img_00015.jpg,0,1.0
img_00017.jpg,0,1.0
img_00019.jpg,0,1.0
img_00020.jpg,0,1.0
img_00021.jpg,0,1.0
img_00023.jpg,0,1.0
img_00024.jpg,0,1.0
img_00025.jpg,0,1.0
img_00027.jpg,0,1.0
img_00028.jpg,0,1.0
img_00030.jpg,0,0.773
img_00031.jpg,0,1.0
img_00032.jpg,0,1.0
img_00033.jpg,0,1.0
img_00034.jpg,0,1.0
img_00035.jpg,0,1.0
img_00036.jpg,0,1.0
img_00037.jpg,0,1.0
img_00039.jpg,0,1.0
img_00040.jpg,0,0.7745
img_00041.jpg,0,1.0
img_00044.jpg,0,1.0
img_00045.jpg,0,0.7553
img_00046.jpg,0,1.0
img_00047.jpg,0,0.6691
img_00049.jpg,0,1.0
img_00051.jpg,0,1.0
img_00052.jpg,0,1.0
img_00054.jpg,0,1.0
img_00056.jpg,0,1.0
img_00058.jpg,0,1.0
img_00060.jpg,0,1.0
img_00061.jpg,0,1.0
img_00063.jpg,0,1.0
img_00065.jpg,0,1.0
img_00066.jpg,0,1.0
img_00067.jpg,0,1.0
img_00071.jpg,0,1.0
img_00073.jpg,0,1.0
img_00074.jpg,0,0.8001
img_00077.jpg,0,1.0
img_00078.jpg,0,1.0
img_00079.jpg,0,0.8352
img_00080.jpg,0,1.0
img_00081.jpg,0,1.0
img_00082.jpg,0,1.0
img_00083.jpg,0,1.0
img_00085.jpg,0,0.8203
img_00086.jpg,0,1.0
img_00087.jpg,0,1.0
img_00089.jpg,0,0.8237
img_00090.jpg,0,1.0
img_00093.jpg,0,0.7949
img_00094.jpg,0,1.0
img_00095.jpg,0,1.0
img_00098.jpg,0,1.0
img_00101.jpg,0,1.0
img_00103.jpg,0,1.0
img_00104.jpg,0,1.0
img_00106.jpg,0,1.0
img_00107.jpg,0,0.8172
img_00108.jpg,0,1.0
img_00109.jpg,1,0.3944
img_00110.jpg,0,1.0
img_00112.jpg,0,1.0
img_00113.jpg,1,1.0
img_00114.jpg,0,0.5531
img_00115.jpg,0,1.0
img_00118.jpg,0,0.8001
img_00119.jpg,0,1.0
img_00122.jpg,0,1.0
img_00125.jpg,0,1.0
img_00126.jpg,0,1.0
img_00130.jpg,0,0.8001
img_00131.jpg,0,0.818
img_00132.jpg,0,1.0
img_00134.jpg,0,1.0
img_00137.jpg,0,1.0
img_00140.jpg,0,1.0
img_00142.jpg,0,1.0
img_00143.jpg,0,1.0
img_00144.jpg,0,1.0
img_00147.jpg,0,1.0
img_00148.jpg,0,1.0
img_00149.jpg,0,1.0
img_00152.jpg,0,1.0
img_00153.jpg,0,1.0
img_00154.jpg,0,1.0
img_00155.jpg,0,1.0
img_00156.jpg,0,1.0
img_00157.jpg,0,1.0
img_00158.jpg,0,0.7891
img_00159.jpg,0,1.0
img_00160.jpg,0,0.8218
img_00165.jpg,0,1.0
img_00166.jpg,0,0.8777
img_00167.jpg,0,0.8442
img_00168.jpg,0,1.0
img_00170.jpg,0,1.0
img_00171.jpg,1,0.7543
img_00172.jpg,0,1.0
img_00173.jpg,0,1.0
img_00174.jpg,0,1.0
img_00175.jpg,0,0.8101
img_00176.jpg,0,0.8043
img_00177.jpg,0,0.8203
img_00179.jpg,0,0.6038
img_00180.jpg,0,1.0
img_00184.jpg,0,1.0
img_00185.jpg,0,1.0
img_00187.jpg,0,1.0
img_00189.jpg,0,1.0
img_00190.jpg,0,1.0
img_00191.jpg,0,1.0
img_00192.jpg,0,1.0
img_00193.jpg,0,1.0
img_00195.jpg,0,1.0
img_00196.jpg,0,1.0
img_00200.jpg,0,1.0
img_00201.jpg,1,1.0
img_00202.jpg,0,1.0
img_00203.jpg,0,1.0
img_00204.jpg,0,1.0
img_00205.jpg,0,1.0
img_00207.jpg,0,1.0
img_00208.jpg,0,0.8044
img_00209.jpg,0,1.0
img_00210.jpg,0,1.0
img_00215.jpg,0,1.0
img_00216.jpg,0,1.0
img_00217.jpg,0,1.0
img_00220.jpg,0,1.0
img_00222.jpg,0,1.0
img_00223.jpg,1,1.0
img_00226.jpg,0,0.7958
img_00227.jpg,0,1.0
img_00228.jpg,0,1.0
img_00229.jpg,0,1.0
img_00230.jpg,0,1.0
img_00231.jpg,0,1.0
img_00232.jpg,0,0.8093
img_00233.jpg,0,1.0
img_00235.jpg,0,1.0
img_00236.jpg,0,0.8338
img_00238.jpg,0,1.0
img_00240.jpg,1,1.0
img_00241.jpg,0,1.0
img_00243.jpg,0,1.0
img_00244.jpg,0,1.0
img_00245.jpg,0,1.0
img_00247.jpg,0,1.0
img_00248.jpg,0,1.0
img_00250.jpg,0,1.0
img_00252.jpg,0,1.0
img_00255.jpg,0,1.0
img_00256.jpg,0,1.0
img_00257.jpg,0,1.0
img_00259.jpg,0,0.7981
img_00261.jpg,0,0.8272
img_00262.jpg,0,1.0
img_00265.jpg,0,1.0
img_00267.jpg,0,1.0
img_00268.jpg,0,0.8264
img_00269.jpg,0,1.0
img_00270.jpg,0,1.0
img_00271.jpg,0,0.6263
img_00272.jpg,1,1.0
img_00274.jpg,0,1.0
img_00275.jpg,0,1.0
img_00276.jpg,0,1.0
img_00277.jpg,0,1.0
img_00278.jpg,0,1.0
img_00279.jpg,0,1.0
img_00280.jpg,0,1.0
img_00281.jpg,0,1.0
img_00282.jpg,0,1.0
img_00283.jpg,0,1.0
img_00284.jpg,0,0.8007
img_00287.jpg,0,1.0
img_00288.jpg,0,1.0
img_00289.jpg,0,1.0
img_00291.jpg,0,1.0
img_00292.jpg,0,1.0
img_00293.jpg,0,1.0
img_00295.jpg,0,1.0
img_00297.jpg,0,1.0
img_00299.jpg,0,1.0
img_00301.jpg,1,0.792
img_00302.jpg,0,1.0
img_00303.jpg,0,1.0
img_00310.jpg,0,1.0
img_00312.jpg,0,1.0
img_00315.jpg,0,1.0
img_00316.jpg,1,1.0
img_00318.jpg,0,1.0
img_00319.jpg,0,1.0
img_00320.jpg,0,1.0
img_00321.jpg,0,1.0
img_00322.jpg,1,1.0
img_00323.jpg,0,1.0
img_00326.jpg,0,1.0
img_00327.jpg,0,1.0
img_00328.jpg,0,1.0
img_00332.jpg,1,1.0
img_00333.jpg,0,1.0
img_00334.jpg,0,1.0
img_00335.jpg,0,1.0
img_00337.jpg,0,1.0
img_00338.jpg,0,1.0
img_00340.jpg,0,1.0
img_00341.jpg,0,0.822
img_00342.jpg,0,0.8067
img_00345.jpg,0,1.0
img_00346.jpg,0,1.0
img_00347.jpg,0,1.0
